,Model,Intercept_CO2,TIME_CO2,TIME_CO2_pvalue,Intercept_CH4,TIME_CH4,TIME_CH4_pvalue,Date,TimeLog,JarID,Time,T.Air,A.Pressure,Volume,Area,STAGE_1,STAGE_2,STAGE_3,PRE_WET,two_min,one_hour,four_hour,eight_hour,tweny_four_hour
307,29-July-2024-2min_WETUP/TG10-01136-2024-07-29T122600_33,1489.473761,-0.020093424,1.37787130152128e-06,7931.958939,-0.132441338,2.10118425903525e-30,7/29/24,122600,33,12H 26M 0S,31.57,766,160,27.8,NA,NA,NA,NA,35-20,NA,NA,NA,NA
308,29-July-2024-2min_WETUP/TG10-01136-2024-07-29T123000_21,-650.270128,0.032814236,2.20569144855903e-49,1908.464709,0.003552129,1.56724248769355e-20,7/29/24,123000,21,12H 30M 0S,31.57,766,160,27.8,NA,NA,NA,NA,35-90,NA,NA,NA,NA
309,29-July-2024-2min_WETUP/TG10-01136-2024-07-29T123500_20,-2711.386661,0.071765486,2.39684204532282e-90,1656.023766,0.007207001,5.98320078441513e-41,7/29/24,123500,20,12H 35M 0S,31.57,766,160,27.8,NA,NA,NA,NA,35-90,NA,NA,NA,NA
310,29-July-2024-2min_WETUP/TG10-01136-2024-07-29T124000_31,90.19408034,0.010708024,0.00024186,5951.359293,-0.086717577,5.45374821111338e-29,7/29/24,124000,31,12H 40M 0S,31.57,766,160,27.8,NA,NA,NA,NA,35-20,NA,NA,NA,NA
311,29-July-2024-2min_WETUP/TG10-01136-2024-07-29T124500_19,-3235.123996,0.081836561,1.10779100292943e-96,1520.69388,0.009767663,1.93799429820246e-62,7/29/24,124500,19,12H 45M 0S,31.57,766,160,27.8,NA,NA,NA,NA,35-90,NA,NA,NA,NA
312,29-July-2024-2min_WETUP/TG10-01136-2024-07-29T125000_27,-2599.469676,0.067956166,7.59314258381482e-78,1630.852103,0.007489632,4.47193523774241e-44,7/29/24,125000,27,12H 50M 0S,31.57,766,160,27.8,NA,NA,NA,NA,35-50,NA,NA,NA,NA
313,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T153600_01,-4092.541589,0.084831859,1.72033708788e-85,1685.064924,0.004897507,1.45758593596485e-34,7/29/24,153600,01,15H 36M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,25-90,NA,NA,NA
314,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T153900_02,-5882.572045,0.113364049,2.82648507548257e-113,2095.674218,-0.002483007,1.20702377807736e-15,7/29/24,153900,02,15H 39M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,25-90,NA,NA,NA
315,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154300_03,-3918.852548,0.07828729,2.91777643918047e-92,1813.625767,0.002537266,1.7073603029274e-16,7/29/24,154300,03,15H 43M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,25-90,NA,NA,NA
316,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154600_07,-4353.837923,0.086019833,2.32530753045188e-93,1828.790514,0.00226055,1.07270036349615e-11,7/29/24,154600,07,15H 46M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,25-50,NA,NA,NA
317,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T154900_08,-4376.994239,0.086314773,4.71339649695728e-79,1744.966032,0.003742239,6.02255218543545e-24,7/29/24,154900,08,15H 49M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,25-50,NA,NA,NA
318,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T155400_09,-7425.331422,0.139472039,3.30384803566748e-59,1798.294798,0.002843226,1.11632568352698e-14,7/29/24,155400,09,15H 54M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,25-50,NA,NA,NA
319,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T155700_13,-12457.67492,0.227074146,2.03337318197223e-93,1758.388281,0.003538849,1.1536029353652e-22,7/29/24,155700,13,15H 57M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,25-20,NA,NA,NA
320,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T160000_14,-8730.996236,0.16083093,2.07300350345951e-98,1769.272553,0.003268973,8.070187064647e-24,7/29/24,160000,14,16H 0M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,25-20,NA,NA,NA
321,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T160300_15,-8553.505992,0.157802337,1.34139286059815e-96,1741.915096,0.003737844,4.27503323795809e-22,7/29/24,160300,15,16H 3M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,25-20,NA,NA,NA
322,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161000_25,-9872.812326,0.179336579,7.55958075203323e-99,1744.932406,0.003683155,2.01622440090047e-26,7/29/24,161000,25,16H 10M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,35-50,NA,NA,NA
323,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161300_21,-6027.303759,0.11217632,1.30098417732594e-102,1636.381496,0.005523146,2.36584962442703e-39,7/29/24,161300,21,16H 13M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,35-90,NA,NA,NA
324,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161600_27,-11649.38543,0.207782923,1.47103905379961e-135,1694.351069,0.004514987,6.6717861692248e-31,7/29/24,161600,27,16H 16M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,35-50,NA,NA,NA
325,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T161900_19,-7961.20456,0.14409274,2.16967823424323e-117,1039.290736,0.015670228,5.07743252547404e-68,7/29/24,161900,19,16H 19M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,35-90,NA,NA,NA
326,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T162300_20,-5314.560482,0.09923431,1.69763569372347e-101,1814.947679,0.002477389,1.36198822590115e-13,7/29/24,162300,20,16H 23M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,35-90,NA,NA,NA
327,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T162700_31,-19672.20479,0.342479217,6.02018631139703e-107,1603.12025,0.006041881,1.00085349675828e-44,7/29/24,162700,31,16H 27M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,35-20,NA,NA,NA
328,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163100_32,-17085.99677,0.298507754,7.1847880028274e-86,1698.537636,0.004421504,4.69543783517594e-32,7/29/24,163100,32,16H 31M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,35-20,NA,NA,NA
329,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163400_33,-27120.79069,0.465497173,2.77837329929724e-78,1683.026881,0.004670694,5.09978074237632e-34,7/29/24,163400,33,16H 34M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,35-20,NA,NA,NA
330,29-July-2024-4h_WETUP/TG10-01136-2024-07-29T163800_26,-6013.77682,0.10975234,3.27445994970867e-87,1766.139528,0.003212599,1.74365823859627e-16,7/29/24,163800,26,16H 38M 0S,31.36,766,160,27.8,NA,NA,NA,NA,NA,35-50,NA,NA,NA
331,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193100_01,-6201.367519,0.095994509,3.13695232502505e-79,1471.052752,0.007312277,3.62842276155367e-38,7/29/24,193100,01,19H 31M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,25-90,NA,NA
332,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193500_02,-8983.543856,0.135269618,1.2625903492369e-121,2206.644012,-0.003200901,1.98371481322313e-21,7/29/24,193500,02,19H 35M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,25-90,NA,NA
333,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T193800_03,-4850.056928,0.076736793,1.39181293530177e-94,1739.565905,0.00339104,1.19558749664381e-23,7/29/24,193800,03,19H 38M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,25-90,NA,NA
334,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194100_07,-6432.200838,0.099304926,5.03960632951427e-78,1736.421459,0.003615446,4.8147563318324e-22,7/29/24,194100,07,19H 41M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,25-50,NA,NA
335,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194400_08,-7290.424663,0.111041905,4.84863746760896e-93,1728.58231,0.003486994,2.28505545149399e-23,7/29/24,194400,08,19H 44M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,25-50,NA,NA
336,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T194800_09,-6259.225395,0.095996332,1.62175424624737e-89,1754.293281,0.003230576,4.19662190934895e-18,7/29/24,194800,09,19H 48M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,25-50,NA,NA
337,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195100_13,-21777.80932,0.312793768,1.87013703680327e-101,4434.677372,-0.020443261,2.05002672715533e-80,7/29/24,195100,13,19H 51M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,25-20,NA,NA
338,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195400_14,-12361.62058,0.181048374,6.75294850953681e-98,1298.364173,0.01045476,1.9504889390354e-62,7/29/24,195400,14,19H 54M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,25-20,NA,NA
339,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T195800_15,-13286.64989,0.192720627,8.58208018954923e-106,1615.087324,0.00532283,3.54828050579084e-30,7/29/24,195800,15,19H 58M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,25-20,NA,NA
340,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200200_25,-14217.57937,0.205112616,8.69407857052313e-97,1630.131479,0.004973283,2.13595991620793e-30,7/29/24,200200,25,20H 2M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,35-50,NA,NA
341,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200600_26,-11141.85116,0.161899498,4.67960848726191e-98,1585.659811,0.005435512,2.70517004692835e-33,7/29/24,200600,26,20H 6M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,35-50,NA,NA
342,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T200900_32,-30675.25736,0.431263184,6.63619784981334e-92,1614.453975,0.004945526,1.42321765263644e-34,7/29/24,200900,32,20H 9M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,35-20,NA,NA
343,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T201500_33,-41864.66219,0.583199302,2.99472462111852e-103,1462.876462,0.00700272,4.37583854880074e-47,7/29/24,201500,33,20H 15M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,35-20,NA,NA
344,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T201900_21,-11239.6841,0.161102177,4.78704784361981e-115,1404.644545,0.007775336,8.90945546187522e-55,7/29/24,201900,21,20H 19M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,35-90,NA,NA
345,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202200_20,-11038.30423,0.158575994,3.19305426737415e-122,1770.64744,0.003091028,1.29332460225243e-21,7/29/24,202200,20,20H 22M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,35-90,NA,NA
346,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202500_31,-38932.03108,0.538232807,1.37333100061691e-101,1391.987222,0.008215079,6.86188061309651e-50,7/29/24,202500,31,20H 25M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,35-20,NA,NA
347,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T202900_19,-19560.93957,0.273063776,8.70502043665318e-135,-76.9174246,0.028264958,2.13731807317849e-111,7/29/24,202900,19,20H 29M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,35-90,NA,NA
348,29-July-2024-8h_WETUP/TG10-01136-2024-07-29T203200_27,-20710.30649,0.287812541,2.25936422635383e-131,1481.399283,0.007055657,1.36413505131143e-48,7/29/24,203200,27,20H 32M 0S,26.86,766,160,27.8,NA,NA,NA,NA,NA,NA,35-50,NA,NA
349,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T093700_08,-46257.43644,1.353120662,6.25927355582363e-115,1456.726948,0.015373388,1.27791839212043e-63,7/29/24,093700,08,9H 37M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,25-50,NA
350,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094000_14,-9576.781305,0.290797225,2.76372882551281e-91,1981.571157,0.000842176,0.482946872,7/29/24,094000,14,9H 40M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,25-20,NA
351,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094600_13,-9936.209205,0.297832582,4.97131378786114e-83,1807.748662,0.00513435,1.16669741046293e-35,7/29/24,094600,13,9H 46M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,25-20,NA
352,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T094900_15,-8626.528899,0.25926134,3.38811746161188e-84,698.1313112,0.036874936,1.61831075755735e-39,7/29/24,094900,15,9H 49M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,25-20,NA
353,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T095300_09,-47423.41376,1.347757279,1.06247444949636e-114,1248.360672,0.020834869,7.50019340270054e-59,7/29/24,095300,09,9H 53M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,25-50,NA
354,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T095600_82,-303.3817651,0.022627544,3.50296207193345e-31,1474.593753,0.014046811,1.56187409673488e-73,7/29/24,095600,82,9H 56M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,BLANK,NA
355,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T095900_07,-22673.60574,0.645571067,3.03471258034168e-117,118.4038683,0.052024744,4.81640074868225e-71,7/29/24,095900,07,9H 59M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,25-50,NA
356,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T100300_01,-8367.080789,0.246148251,4.56635859143272e-139,1331.155856,0.018442573,2.03994540622292e-58,7/29/24,100300,01,10H 3M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,25-90,NA
357,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T100600_02,-13274.75673,0.378583,1.29910485353878e-144,1836.455736,0.003884694,4.79611221380025e-25,7/29/24,100600,02,10H 6M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,25-90,NA
358,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101000_03,-16831.55273,0.473563738,9.84943267647769e-140,1799.745321,0.004896256,5.20286095617201e-27,7/29/24,101000,03,10H 10M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,25-90,NA
359,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101500_19,-29664.0695,0.817565838,1.9802683572253e-160,-268953.519,7.327036747,7.5708141536213e-63,7/29/24,101500,19,10H 15M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,35-90,NA
360,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T101800_25,-100253.6545,2.71910536,4.54110449906949e-93,4356.557664,-0.06019721,6.62852883402251e-44,7/29/24,101800,25,10H 18M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,35-50,NA
361,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T102200_26,-42277.52352,1.148997997,2.32491309337901e-108,227.419114,0.047303954,6.24288382853084e-75,7/29/24,102200,26,10H 22M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,35-50,NA
362,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T102500_21,-41171.1291,1.112439877,2.82795334435085e-152,-116.1137175,0.056075487,1.77109740591741e-136,7/29/24,102500,21,10H 25M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,35-90,NA
363,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T103000_31,-18516.66912,0.505105683,4.53093359037656e-79,1321.811488,0.017463362,2.06873763246793e-62,7/29/24,103000,31,10H 30M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,35-20,NA
364,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T103400_20,-39228.66628,1.046566643,5.98971716652845e-137,732.2391647,0.033386282,5.76173947685474e-121,7/29/24,103400,20,10H 34M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,35-90,NA
365,29-July-2024-PRE_WETUP/TG10-01136-2024-07-29T103800_84,-412.0358332,0.023893699,7.52980508329463e-44,1616.054632,0.01016334,3.26747551922762e-58,7/29/24,103800,84,10H 38M 0S,30.23,766,160,27.8,NA,NA,NA,NA,NA,NA,NA,BLANK,NA
366,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T113300_01,-4916.712538,0.134235033,1.75323209785828e-87,1553.649344,0.010486285,2.47348530338028e-52,7/30/24,113300,01,11H 33M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,25-90
367,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T113600_02,-5614.458207,0.150488836,4.41184446329301e-119,1747.231347,0.005777623,1.85410879054886e-39,7/30/24,113600,02,11H 36M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,25-90
368,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114100_03,-4851.930056,0.129725478,2.81894691287591e-116,1703.365804,0.006426568,2.540971650595e-45,7/30/24,114100,03,11H 41M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,25-90
369,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114400_07,-5256.258735,0.139994267,6.58388894228076e-93,1774.829781,0.00477495,4.15550681660496e-27,7/30/24,114400,07,11H 44M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,25-50
370,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T114700_08,-5893.800211,0.154201896,9.48379235155433e-99,1814.22017,0.003856177,9.23268405391746e-28,7/30/24,114700,08,11H 47M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,25-50
371,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T115000_09,-6579.834275,0.172310567,1.62283960956719e-94,1868.255503,0.002549658,9.56633946899711e-14,7/30/24,115000,09,11H 50M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,25-50
372,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T115300_13,-19967.96834,0.485638244,8.38975301251534e-103,1866.771733,0.002590171,1.67974465258419e-11,7/30/24,115300,13,11H 53M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,25-20
373,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120200_15,-14269.07064,0.346456517,8.62836028613996e-105,1841.586587,0.003259247,5.81425614077912e-19,7/30/24,120200,15,12H 2M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,25-20
374,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120500_14,-15986.89236,0.382576933,4.46786234159985e-94,1698.089754,0.006207876,1.25767247819361e-43,7/30/24,120500,14,12H 5M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,25-20
375,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T120800_26,-13768.4554,0.330596509,7.73377049684995e-106,1785.486365,0.004108076,1.01198989433042e-27,7/30/24,120800,26,12H 8M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,35-50
376,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121100_27,-13009.23999,0.312318844,2.7271017709526e-142,1687.030458,0.006435211,6.27201101835031e-44,7/30/24,121100,27,12H 11M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,35-50
377,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121400_31,-30101.77656,0.700782173,2.48053954570793e-101,1782.542333,0.004226177,1.52317165799639e-27,7/30/24,121400,31,12H 14M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,35-20
378,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T121700_25,-16950.01046,0.39943299,6.554492612196e-101,1762.26551,0.004618781,3.86351369353911e-26,7/30/24,121700,25,12H 17M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,35-50
379,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122000_32,-31681.05002,0.732262678,2.64132778898822e-119,1859.403094,0.002653418,5.94669766128646e-16,7/30/24,122000,32,12H 20M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,35-20
380,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122400_19,-4490.152558,0.115666034,2.5465622930608e-19,13588.8216,-0.259195892,3.70739086656768e-23,7/30/24,122400,19,12H 24M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,35-90
381,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T122700_33,-34471.98292,0.787672442,1.70716896963314e-103,1643.716486,0.007228547,1.19752158201382e-47,7/30/24,122700,33,12H 27M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,35-20
382,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T123000_21,-10429.8833,0.245175173,3.88675882003076e-128,1168.173217,0.01762799,1.79980550010404e-98,7/30/24,123000,21,12H 30M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,35-90
383,30-july-2024-24hr_WETUP/TG10-01136-2024-07-30T123500_20,-17802.30439,0.406253026,7.78753352359804e-158,1507.890115,0.010049831,3.32013718219066e-63,7/30/24,123500,20,12H 35M 0S,30.86,765.8,160,27.8,NA,NA,NA,NA,NA,NA,NA,NA,35-90